0.0,True,10000,190
0.0,True,793,500
0.0,True,988,500
0.0,True,312,500
0.0,True,10000,32
0.0,True,10000,303
0.0,True,10000,66
0.0,True,45,500
0.0,True,10000,427
0.0,True,55,500
0.0,True,372,500
0.0,True,10000,62
0.0,True,3337,500
0.0,True,10000,146
0.0,True,1703,500
0.0,True,52,500
0.0,True,139,500
0.0,True,10000,140
0.0,True,2978,500
0.0,True,219,500
0.0,True,50,500
0.0,True,10000,213
0.0,True,154,500
0.0,True,10000,146
0.0,True,10000,83
0.0,True,10000,71
0.0,True,10000,19
0.0,True,10000,381
0.0,True,99,500
0.0,True,10000,261
0.0,True,10000,211
